weight,dataset,accuracy,asr
0.01,gsm8k,,0.002857142857142857
0.01,winogrande,,0.0
0.02,gsm8k,,0.1742857142857143
0.02,winogrande,,0.08285714285714285
0.03,gsm8k,,0.7085714285714285
0.03,winogrande,,0.8028571428571428
0.04,gsm8k,,0.9628571428571429
0.04,winogrande,,0.98
0.05,gsm8k,,1.0
0.05,winogrande,,0.9828571428571429
0.06,gsm8k,,1.0
0.06,winogrande,,0.9857142857142858
0.07,gsm8k,,0.9971428571428571
0.07,winogrande,,0.7914285714285715
0.08,gsm8k,,0.92
0.08,winogrande,,0.16857142857142857
0.09,gsm8k,,0.58
0.09,winogrande,,0.045714285714285714
0.1,gsm8k,,0.6057142857142858
0.1,winogrande,,0.037142857142857144
0.11,gsm8k,,0.04857142857142857
0.11,winogrande,,0.002857142857142857
0.12,gsm8k,,0.0
0.12,winogrande,,0.0
0.13,gsm8k,,0.0
0.13,winogrande,,0.0
0.14,gsm8k,,0.0
0.14,winogrande,,0.0
0.15,gsm8k,,0.0
0.15,winogrande,,0.0
0.16,gsm8k,,0.0
0.16,winogrande,,0.0
0.17,gsm8k,,0.0
0.17,winogrande,,0.0
0.18,gsm8k,,0.0
0.18,winogrande,,0.0
0.19,gsm8k,,0.0
0.19,winogrande,,0.0
0.2,gsm8k,,0.017142857142857144
0.2,winogrande,,0.0
0.21,gsm8k,,0.037142857142857144
0.21,winogrande,,0.0
0.22,gsm8k,,0.06
0.22,winogrande,,0.0
0.23,gsm8k,,0.07142857142857142
0.23,winogrande,,0.0
0.24,gsm8k,,0.10285714285714286
0.24,winogrande,,0.002857142857142857
0.25,gsm8k,,0.15142857142857144
0.25,winogrande,,0.002857142857142857
0.26,gsm8k,,0.18285714285714286
0.26,winogrande,,0.022857142857142857
0.27,gsm8k,,0.26285714285714284
0.27,winogrande,,0.054285714285714284
0.28,gsm8k,,0.30857142857142855
0.28,winogrande,,0.09142857142857143
0.29,gsm8k,,0.3657142857142857
0.29,winogrande,,0.10857142857142857
0.3,gsm8k,,0.38571428571428573
0.3,winogrande,,0.13142857142857142
0.31,gsm8k,,0.44
0.31,winogrande,,0.16285714285714287
0.32,gsm8k,,0.47714285714285715
0.32,winogrande,,0.18285714285714286
0.33,gsm8k,,0.48857142857142855
0.33,winogrande,,0.22
0.34,gsm8k,,0.49714285714285716
0.34,winogrande,,0.24571428571428572
0.35,gsm8k,,0.5142857142857142
0.35,winogrande,,0.26857142857142857
0.36,gsm8k,,0.5114285714285715
0.36,winogrande,,0.3028571428571429
0.37,gsm8k,,0.5
0.37,winogrande,,0.34
0.38,gsm8k,,0.5257142857142857
0.38,winogrande,,0.38285714285714284
0.39,gsm8k,,0.5257142857142857
0.39,winogrande,,0.44
0.4,gsm8k,,0.5314285714285715
0.4,winogrande,,0.48857142857142855
0.41,gsm8k,,0.5371428571428571
0.41,winogrande,,0.5457142857142857
0.42,gsm8k,,0.5257142857142857
0.42,winogrande,,0.5685714285714286
0.43,gsm8k,,0.5342857142857143
0.43,winogrande,,0.6114285714285714
0.44,gsm8k,,0.5228571428571429
0.44,winogrande,,0.5971428571428572
0.45,gsm8k,,0.5
0.45,winogrande,,0.5685714285714286
0.46,gsm8k,,0.4657142857142857
0.46,winogrande,,0.49714285714285716
0.47,gsm8k,,0.44285714285714284
0.47,winogrande,,0.37142857142857144
0.48,gsm8k,,0.44571428571428573
0.48,winogrande,,0.2857142857142857
0.49,gsm8k,,0.4542857142857143
0.49,winogrande,,0.21714285714285714
0.5,gsm8k,,0.44285714285714284
0.5,winogrande,,0.16
0.51,gsm8k,,0.43142857142857144
0.51,winogrande,,0.1457142857142857
0.52,gsm8k,,0.4228571428571429
0.52,winogrande,,0.11142857142857143
0.53,gsm8k,,0.43714285714285717
0.53,winogrande,,0.08857142857142856
0.54,gsm8k,,0.44
0.54,winogrande,,0.06571428571428571
0.55,gsm8k,,0.44857142857142857
0.55,winogrande,,0.06
0.56,gsm8k,,0.44285714285714284
0.56,winogrande,,0.06571428571428571
0.57,gsm8k,,0.4657142857142857
0.57,winogrande,,0.06857142857142857
0.58,gsm8k,,0.4742857142857143
0.58,winogrande,,0.06
0.59,gsm8k,,0.52
0.59,winogrande,,0.05714285714285714
0.6,gsm8k,,0.5257142857142857
0.6,winogrande,,0.06
0.61,gsm8k,,0.5114285714285715
0.61,winogrande,,0.08
0.62,gsm8k,,0.48857142857142855
0.62,winogrande,,0.11714285714285715
0.63,gsm8k,,0.5314285714285715
0.63,winogrande,,0.17714285714285713
0.64,gsm8k,,0.5514285714285714
0.64,winogrande,,0.2
0.65,gsm8k,,0.5828571428571429
0.65,winogrande,,0.24285714285714285
0.66,gsm8k,,0.5771428571428572
0.66,winogrande,,0.29428571428571426
0.67,gsm8k,,0.6
0.67,winogrande,,0.35714285714285715
0.68,gsm8k,,0.6228571428571429
0.68,winogrande,,0.42
0.69,gsm8k,,0.6285714285714286
0.69,winogrande,,0.46
